"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.5","4.5","4.5","4.5","4.5","4","4.5","4.5","","","","","","","","",
"Samoa Americana","ASM","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua y Barbuda","ATG","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaiyán","AZE","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","","","","","","","","","","","",
"Burundi","BDI","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",
"Bélgica","BEL","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","",
"Burkina Faso","BFA","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","",
"Bangladesh","BGD","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","",
"Bulgaria","BGR","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrein","BHR","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas","BHS","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia y Herzegovina","BIH","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4.5","4.5","4.5","4.5","4.5","4","4","4","","","","","","","","",
"Belarús","BLR","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belice","BLZ","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermudas","BMU","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","4","4","4","4","4","4","4","4","4","4","","","","","","",
"Brasil","BRA","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhután","BTN","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",
"Botswana","BWA","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Centroafricana","CAF","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Canadá","CAN","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa Central y del Báltico","CEB","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suiza","CHE","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas del Canal","CHI","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Côte d'Ivoire","CIV","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3","3","3","3","3","3","3","",
"Camerún","CMR","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",
"Congo, República Democrática del","COD","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3","3","",
"Congo, República del","COG","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",
"Colombia","COL","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Comoras","COM","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","2.5","2.5","2.5","2.5","3","3","3","3","3","3","",
"Cabo Verde","CPV","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4","4","4","4","4","4","",
"Costa Rica","CRI","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estados pequeos del Caribe","CSS","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3","4","4","3.9","3.7","3.7","3.5","3.5","3.4","3.4","3.3","3.4","3.4","3.4","3.4","",
"Cuba","CUB","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Caimán","CYM","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chipre","CYP","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Checa","CZE","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Alemania","DEU","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","2.5","2.5","3","3","3","3","3","3","3","3","3","3","3","3.5","",
"Dominica","DMA","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","4","3.5","3.5","3.5","3","3.5","3","3","3","3","3","3","3","3","3","",
"Dinamarca","DNK","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Dominicana","DOM","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argelia","DZA","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.31818181818182","3.33333333333333","3.36363636363636","3.36363636363636","3.36363636363636","3.36363636363636","3.30769230769231","3.28571428571429","3.3","3.3","3.3","3.25","3.25","3.25","3.32142857142857","3.35714285714286","",
"inicial del dividendo demográfico","EAR","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41666666666667","3.45","3.43103448275862","3.44827586206897","3.46551724137931","3.48275862068966","3.45","3.46666666666667","3.45161290322581","3.46666666666667","3.45","3.41379310344828","3.39655172413793","3.39655172413793","3.43103448275862","3.48275862068966","",
"Asia oriental y el Pacífico","EAS","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.31818181818182","3.33333333333333","3.36363636363636","3.36363636363636","3.36363636363636","3.36363636363636","3.30769230769231","3.28571428571429","3.3","3.3","3.3","3.25","3.25","3.25","3.32142857142857","3.35714285714286","",
"Europa y Asia central (excluido altos ingresos)","ECA","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","4.1","4.3125","4.375","4.27777777777778","4.27777777777778","4.1875","4.25","4.1875","4","4.1","4.1","4.1","4.1","4.1","4.125","",
"Europa y Asia central","ECS","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","4.1","4.3125","4.375","4.27777777777778","4.27777777777778","4.1875","4.25","4.1875","4","4.1","4.1","4.1","4.1","4.1","4.125","",
"Ecuador","ECU","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egipto, República Árabe de","EGY","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zona del Euro","EMU","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","2.5","2.5","3","3","3","",
"España","ESP","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Etiopía","ETH","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3.5","3.5","3.5","",
"Unión Europea","EUU","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0625","3","3","2.98076923076923","2.98148148148148","3","2.92857142857143","2.91666666666667","2.90322580645161","2.88333333333333","2.83333333333333","2.78333333333333","2.75806451612903","2.81666666666667","2.82258064516129","2.87096774193548","",
"Finlandia","FIN","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","",
"Francia","FRA","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Feroe","FRO","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3","",
"Gabón","GAB","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Reino Unido","GBR","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","","","","","","","","",
"Ghana","GHA","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",
"Gibraltar","GIB","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3","3","3","",
"Gambia","GMB","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","",
"Guinea-Bissau","GNB","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2","2","2","2","2","2","",
"Guinea Ecuatorial","GNQ","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grecia","GRC","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Granada","GRD","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","5","5","5","4.5","4.5","4","4","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","",
"Groenlandia","GRL","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","4","4","4","4","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","",
"Ingreso alto","HIC","Calificación de igualdad de género de la CPIA  (1=bajo a 6=alto)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
