"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Burundi","BDI","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7","2.6","2.6","2.6","2.6","2.7","2.7","2.7","2.8","2.5","2.4","2.3","2.3","2.3","2.3","",
"Bélgica","BEL","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.4","3.4","",
"Burkina Faso","BFA","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.5","3.5","3.5","3.7","3.7","3.7","3.7","3.7","3.5","3.5","3.5","3.4","3.4","3.2","3.4","",
"Bangladesh","BGD","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.8","3","3","3","3","2.9","2.9","2.9","2.9","2.9","2.8","2.7","2.7","2.6","2.5","",
"Bulgaria","BGR","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrein","BHR","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas","BHS","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia y Herzegovina","BIH","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.4","3.3","3.3","3.3","3.3","3.3","3.3","3.3","","","","","","","","",
"Belarús","BLR","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belice","BLZ","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermudas","BMU","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3","3.3","3.3","3.3","3.3","3.2","3.2","3.2","3.2","3.1","","","","","","",
"Brasil","BRA","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhután","BTN","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.8","3.8","3.8","3.9","3.9","3.9","3.9","3.9","3.9","3.8","3.9","3.9","4.1","4","4","",
"Botswana","BWA","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Centroafricana","CAF","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.2","2.3","2.3","2.4","2.5","2.6","2.4","2.2","2.2","2.2","2.2","2.3","2.4","2.4","2.4","",
"Canadá","CAN","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa Central y del Báltico","CEB","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suiza","CHE","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas del Canal","CHI","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Côte d'Ivoire","CIV","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.4","2.5","2.6","2.4","2.7","2.8","3","3.1","3.1","3.2","3.2","3.3","3.5","3.5","",
"Camerún","CMR","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3","3","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","3","3","3","3","3.1","",
"Congo, República Democrática del","COD","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3","2.3","2.2","2.2","2.2","2.2","2.2","2.4","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Congo, República del","COG","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.7","2.6","2.6","2.6","2.6","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.7","2.5","",
"Colombia","COL","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Comoras","COM","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.2","2.2","2.2","2.4","2.4","2.4","2.5","2.4","2.4","2.6","2.7","2.6","2.6","2.5","2.4","",
"Cabo Verde","CPV","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9","4","4","4","4","4","4","4.1","4","4","3.8","3.9","4","4","4.1","",
"Costa Rica","CRI","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estados pequeos del Caribe","CSS","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.58","3.66","3.66","3.68","3.68","3.66","3.66","3.66","3.6","3.56","3.56","3.56","3.58","3.6","3.6","",
"Cuba","CUB","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Caimán","CYM","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chipre","CYP","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Checa","CZE","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Alemania","DEU","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.6","2.7","2.7","2.7","2.7","2.7","3","3.1","3.2","",
"Dominica","DMA","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.6","3.8","3.8","3.8","3.9","3.8","3.8","3.8","3.8","3.8","3.7","3.7","3.7","3.7","3.7","",
"Dinamarca","DNK","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Dominicana","DOM","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argelia","DZA","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.08181818181818","3.025","3.03636363636364","3.11818181818182","3.15454545454545","3.21818181818182","3.17692307692308","3.15714285714286","3.12","3.12666666666667","3.13333333333333","3.1","3.09285714285714","3.06428571428571","3.04285714285714","3.02142857142857","",
"inicial del dividendo demográfico","EAR","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12666666666667","3.13","3.14827586206897","3.16206896551724","3.18965517241379","3.21034482758621","3.21333333333333","3.21","3.17741935483871","3.17","3.17333333333333","3.15172413793103","3.13448275862069","3.1448275862069","3.11724137931035","3.11034482758621","",
"Asia oriental y el Pacífico","EAS","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.08181818181818","3.025","3.03636363636364","3.11818181818182","3.15454545454545","3.21818181818182","3.17692307692308","3.15714285714286","3.12","3.12666666666667","3.13333333333333","3.1","3.09285714285714","3.06428571428571","3.04285714285714","3.02142857142857","",
"Europa y Asia central (excluido altos ingresos)","ECA","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15","3.12","3.1625","3.225","3.23333333333333","3.24444444444444","3.2875","3.3625","3.375","3.22","3.2","3.18","3.2","3.2","3.2","3.175","",
"Europa y Asia central","ECS","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15","3.12","3.1625","3.225","3.23333333333333","3.24444444444444","3.2875","3.3625","3.375","3.22","3.2","3.18","3.2","3.2","3.2","3.175","",
"Ecuador","ECU","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egipto, República Árabe de","EGY","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zona del Euro","EMU","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8","2.7","2.7","2.7","2.7","2.6","2.6","2.6","2.6","2.5","2.5","2.5","2.6","2.5","2.4","",
"España","ESP","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Etiopía","ETH","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3.3","3.3","3.3","3.2","3.2","3.3","3.4","3.4","3.5","3.5","3.5","3.5","3.5","3.4","3.5","",
"Unión Europea","EUU","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.84166666666667","2.77692307692308","2.76538461538462","2.75384615384615","2.8037037037037","2.81481481481482","2.82142857142857","2.78","2.76129032258065","2.76","2.74333333333333","2.73333333333333","2.66774193548387","2.69","2.65161290322581","2.63548387096774","",
"Finlandia","FIN","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","",
"Francia","FRA","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Feroe","FRO","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.8","2.8","",
"Gabón","GAB","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Reino Unido","GBR","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.7","3.7","3.8","3.8","3.9","3.8","4","4","","","","","","","","",
"Ghana","GHA","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.9","3.9","3.9","3.8","3.7","3.7","3.7","3.7","3.4","3.7","3.6","3.6","3.6","3.6","3.6","",
"Gibraltar","GIB","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.6","2.7","2.6","2.6","2.6","2.6","2.6","2.7","2.7","2.8","2.9","2.9","2.9","2.9","2.9","",
"Gambia","GMB","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9","3","2.9","2.9","3","3.2","3","3","3","2.9","2.9","2.9","3","3","3","",
